0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	1
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	1
36	0
37	0
38	0
39	4
40	0
41	0
42	2
43	1
44	2
45	4
46	5
47	3
48	2
49	7
50	2
51	2
52	4
53	8
54	5
55	3
56	7
57	2
58	2
59	8
60	5
61	6
62	4
63	9
64	6
65	3
66	4
67	4
68	7
69	7
70	3
71	7
72	5
73	0
74	5
75	3
76	3
77	3
78	2
79	4
80	3
81	2
82	7
83	6
84	3
85	6
86	5
87	5
88	7
89	6
90	9
91	14
92	4
93	10
94	9
95	11
96	14
97	11
98	4
99	14
100	13
101	10
102	11
103	5
104	4
105	7
106	6
107	7
108	7
109	6
110	11
111	8
112	3
113	8
114	3
115	7
116	1
117	6
118	6
119	7
120	7
121	6
122	8
123	3
124	7
125	6
126	8
127	6
128	7
129	6
130	9
131	10
132	7
133	12
134	4
135	8
136	10
137	9
138	12
139	10
140	12
141	5
142	11
143	13
144	6
145	8
146	13
147	7
148	14
149	10
150	12
151	9
152	5
153	5
154	12
155	3
156	7
157	6
158	7
159	8
160	4
161	16
162	5
163	6
164	7
165	11
166	8
167	8
168	7
169	10
170	12
171	7
172	5
173	8
174	10
175	8
176	3
177	3
178	2
179	2
180	4
181	2
182	3
183	3
184	2
185	3
186	2
187	3
188	2
189	3
190	0
191	2
192	2
193	2
194	1
195	0
196	1
197	1
198	0
199	0
200	0
201	0
202	0
203	1
204	2
205	2
206	0
207	1
208	3
209	2
210	2
211	3
212	2
213	3
214	1
215	2
216	1
217	1
218	1
219	4
220	3
221	0
222	0
223	1
224	3
225	5
226	3
227	1
228	2
229	1
230	4
231	3
232	3
233	2
234	3
235	2
236	0
237	1
238	1
239	2
240	1
241	3
242	1
243	2
244	3
245	0
246	2
247	4
248	1
249	5
250	4
251	3
252	6
253	8
254	3
255	4
256	6
257	6
258	6
259	2
260	5
261	7
262	7
263	0
264	10
265	3
266	3
267	3
268	5
269	2
270	3
271	0
272	2
273	1
274	2
275	4
276	0
277	0
278	1
279	1
280	0
281	1
