0	0
1	0
2	1
3	0
4	0
5	3
6	0
7	1
8	1
9	1
10	1
11	1
12	1
13	0
14	2
15	2
16	1
17	1
18	1
19	0
20	2
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	0
29	2
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	0
38	1
39	2
40	1
41	1
42	1
43	1
44	1
45	0
46	1
47	2
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	2
56	5
57	10
58	29
59	50
60	74
61	106
62	88
63	125
64	135
65	145
66	135
67	124
68	113
69	105
70	111
71	85
72	60
73	75
74	70
75	37
76	23
77	21
78	8
79	8
80	5
81	6
82	5
83	3
84	1
85	2
86	0
87	2
88	3
89	2
90	1
91	0
92	0
93	0
94	0
95	1
