1	36
2	17
3	26
4	6
5	27
6	99
7	133
8	237
9	220
10	208
11	188
12	127
13	114
14	86
15	78
16	101
17	76
18	58
19	24
20	23
21	19
22	15
23	21
24	23
25	20
26	8
27	11
28	10
29	10
30	20
31	15
32	8
33	6
34	3
35	14
36	7
37	6
38	7
39	6
40	2
41	2
42	2
43	1
44	1
45	5
46	4
47	3
48	1
49	2
50	2
51	0
52	0
53	1
54	2
55	0
56	0
57	0
58	1
59	0
60	1
61	0
62	0
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	1
74	1
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	1
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	1
98	0
99	1
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	1
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	1
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	1
